"vaccine","influenza_season","geographic_level","geographic_name","demographic_level","demographic_name","indicator_label","indicator_category_label","month_week","week_ending","nd_weekly_estimate","ci_half_width_90pct","ci_half_width_95pct","n_weighted","n_unweighted","suppression_flag","data_source"
"COVID","N/A","National","National","Overall","18+ years","4-level vaccination and intent","Probably or definitely will not get a vaccine","December Week 3","2025-12-20","48.118","1.7475","2.0821","N/A","8595","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18+ years","Up-to-date","Yes","December Week 4","2025-12-27","16.0458","0.3771","0.4493","N/A","197079","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18+ years","4-level vaccination and intent","Received vaccine","December Week 4","2025-12-27","16.0458","0.3771","0.4493","N/A","197079","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18+ years","4-level vaccination and intent","Definitely will get a vaccine","December Week 4","2025-12-27","8.5673","1.0179","1.2128","N/A","4882","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","December Week 4","2025-12-27","26.0678","2.3626","2.815","N/A","4882","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18+ years","4-level vaccination and intent","Probably or definitely will not get a vaccine","December Week 4","2025-12-27","49.3191","2.7717","3.3024","N/A","4882","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18+ years","Up-to-date","Yes","January Week 1","2026-01-03","16.4401","0.3771","0.4493","N/A","197079","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18+ years","4-level vaccination and intent","Received vaccine","January Week 1","2026-01-03","16.4401","0.3771","0.4493","N/A","197079","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18+ years","4-level vaccination and intent","Definitely will get a vaccine","January Week 1","2026-01-03","10.3665","2.1207","2.5268","N/A","4976","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","January Week 1","2026-01-03","27.451","2.7184","3.2389","N/A","4976","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18+ years","4-level vaccination and intent","Probably or definitely will not get a vaccine","January Week 1","2026-01-03","45.7425","3.0262","3.6057","N/A","4976","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18+ years","Up-to-date","Yes","January Week 2","2026-01-10","16.686","0.3811","0.4541","N/A","197079","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18+ years","4-level vaccination and intent","Received vaccine","January Week 2","2026-01-10","16.686","0.3811","0.4541","N/A","197079","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18+ years","4-level vaccination and intent","Definitely will get a vaccine","January Week 2","2026-01-10","9.1998","1.1116","1.3245","N/A","10447","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","January Week 2","2026-01-10","26.5957","1.5262","1.8185","N/A","10447","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18+ years","4-level vaccination and intent","Probably or definitely will not get a vaccine","January Week 2","2026-01-10","47.5185","1.7564","2.0927","N/A","10447","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18+ years","Up-to-date","Yes","January Week 3","2026-01-17","16.8603","0.4144","0.4938","N/A","197079","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18+ years","4-level vaccination and intent","Received vaccine","January Week 3","2026-01-17","16.8603","0.4144","0.4938","N/A","197079","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18+ years","4-level vaccination and intent","Definitely will get a vaccine","January Week 3","2026-01-17","8.1441","0.8091","0.9641","N/A","10996","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","January Week 3","2026-01-17","27.8179","1.6189","1.9289","N/A","10996","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18+ years","4-level vaccination and intent","Probably or definitely will not get a vaccine","January Week 3","2026-01-17","47.1777","1.7446","2.0787","N/A","10996","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18+ years","Up-to-date","Yes","January Week 4","2026-01-24","17.0376","0.477","0.5684","N/A","197079","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18+ years","4-level vaccination and intent","Received vaccine","January Week 4","2026-01-24","17.0376","0.477","0.5684","N/A","197079","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18+ years","4-level vaccination and intent","Definitely will get a vaccine","January Week 4","2026-01-24","8.1609","0.9605","1.1445","N/A","9947","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","January Week 4","2026-01-24","25.2463","1.6071","1.9148","N/A","9947","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18+ years","4-level vaccination and intent","Probably or definitely will not get a vaccine","January Week 4","2026-01-24","49.5552","1.8337","2.1848","N/A","9947","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18+ years","Up-to-date","Yes","January Week 5","2026-01-31","17.2046","0.3969","0.4729","N/A","197079","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18+ years","4-level vaccination and intent","Received vaccine","January Week 5","2026-01-31","17.2046","0.3969","0.4729","N/A","197079","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18+ years","4-level vaccination and intent","Definitely will get a vaccine","January Week 5","2026-01-31","8.5337","1.0994","1.3099","N/A","10914","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","January Week 5","2026-01-31","26.9703","1.6129","1.9217","N/A","10914","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18+ years","4-level vaccination and intent","Probably or definitely will not get a vaccine","January Week 5","2026-01-31","47.2914","1.7508","2.086","N/A","10914","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18+ years","Up-to-date","Yes","February Week 1","2026-02-07","17.3716","0.3969","0.4729","N/A","197079","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18+ years","4-level vaccination and intent","Received vaccine","February Week 1","2026-02-07","17.3716","0.3969","0.4729","N/A","197079","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18+ years","4-level vaccination and intent","Definitely will get a vaccine","February Week 1","2026-02-07","8.808","1.0953","1.305","N/A","10471","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","February Week 1","2026-02-07","23.6879","1.5672","1.8673","N/A","10471","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18+ years","4-level vaccination and intent","Probably or definitely will not get a vaccine","February Week 1","2026-02-07","50.1325","1.7971","2.1413","N/A","10471","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18+ years","Up-to-date","Yes","February Week 2","2026-02-14","17.4606","0.3994","0.4759","N/A","197079","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18+ years","4-level vaccination and intent","Received vaccine","February Week 2","2026-02-14","17.4606","0.3994","0.4759","N/A","197079","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18+ years","4-level vaccination and intent","Definitely will get a vaccine","February Week 2","2026-02-14","8.0609","1.0063","1.199","N/A","10078","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","February Week 2","2026-02-14","25.7754","1.5636","1.8631","N/A","10078","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18+ years","4-level vaccination and intent","Probably or definitely will not get a vaccine","February Week 2","2026-02-14","48.7031","1.81","2.1566","N/A","10078","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18+ years","Up-to-date","Yes","February Week 3","2026-02-21","17.5485","0.4092","0.4876","N/A","197079","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18+ years","4-level vaccination and intent","Received vaccine","February Week 3","2026-02-21","17.5485","0.4092","0.4876","N/A","197079","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18+ years","4-level vaccination and intent","Definitely will get a vaccine","February Week 3","2026-02-21","7.6052","0.8275","0.9859","N/A","12059","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","February Week 3","2026-02-21","27.2343","1.5343","1.8281","N/A","12059","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18+ years","4-level vaccination and intent","Probably or definitely will not get a vaccine","February Week 3","2026-02-21","47.612","1.676","1.9969","N/A","12059","0","NIS-ACM"
"COVID","N/A","National","National","Overall","65+ years","Up-to-date","Yes","October Week 2","2025-10-11","16.7679","1.7225","2.0523","N/A","61379","0","NIS-ACM"
"COVID","N/A","National","National","Overall","65+ years","4-level vaccination and intent","Received vaccine","October Week 2","2025-10-11","16.7679","1.7225","2.0523","N/A","61379","0","NIS-ACM"
"COVID","N/A","National","National","Overall","65+ years","4-level vaccination and intent","Definitely will get a vaccine","October Week 2","2025-10-11","27.7882","2.1251","2.5321","N/A","5357","0","NIS-ACM"
"COVID","N/A","National","National","Overall","65+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","October Week 2","2025-10-11","22.9259","1.9865","2.3669","N/A","5357","0","NIS-ACM"
"COVID","N/A","National","National","Overall","65+ years","4-level vaccination and intent","Probably or definitely will not get a vaccine","October Week 2","2025-10-11","32.518","2.1505","2.5622","N/A","5357","0","NIS-ACM"
"COVID","N/A","National","National","Overall","65+ years","Up-to-date","Yes","October Week 3","2025-10-18","19.7028","1.6167","1.9263","N/A","61379","0","NIS-ACM"
"COVID","N/A","National","National","Overall","65+ years","4-level vaccination and intent","Received vaccine","October Week 3","2025-10-18","19.7028","1.6167","1.9263","N/A","61379","0","NIS-ACM"
"COVID","N/A","National","National","Overall","65+ years","4-level vaccination and intent","Definitely will get a vaccine","October Week 3","2025-10-18","23.8453","2.6395","3.145","N/A","3754","0","NIS-ACM"
"COVID","N/A","National","National","Overall","65+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","October Week 3","2025-10-18","19.3487","2.3114","2.754","N/A","3754","0","NIS-ACM"
"COVID","N/A","National","National","Overall","65+ years","4-level vaccination and intent","Probably or definitely will not get a vaccine","October Week 3","2025-10-18","37.1032","2.8185","3.3582","N/A","3754","0","NIS-ACM"
"COVID","N/A","National","National","Overall","65+ years","Up-to-date","Yes","October Week 4","2025-10-25","21.8677","0.8845","1.0538","N/A","61379","0","NIS-ACM"
"COVID","N/A","National","National","Overall","65+ years","4-level vaccination and intent","Received vaccine","October Week 4","2025-10-25","21.8677","0.8845","1.0538","N/A","61379","0","NIS-ACM"
"COVID","N/A","National","National","Overall","65+ years","4-level vaccination and intent","Definitely will get a vaccine","October Week 4","2025-10-25","21.3372","2.6013","3.0994","N/A","3375","0","NIS-ACM"
"COVID","N/A","National","National","Overall","65+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","October Week 4","2025-10-25","20.0547","2.3349","2.782","N/A","3375","0","NIS-ACM"
"COVID","N/A","National","National","Overall","65+ years","4-level vaccination and intent","Probably or definitely will not get a vaccine","October Week 4","2025-10-25","36.7404","2.695","3.2111","N/A","3375","0","NIS-ACM"
"COVID","N/A","National","National","Overall","65+ years","Up-to-date","Yes","November Week 1","2025-11-01","24.0326","0.8845","1.0538","N/A","61379","0","NIS-ACM"
"COVID","N/A","National","National","Overall","65+ years","4-level vaccination and intent","Received vaccine","November Week 1","2025-11-01","24.0326","0.8845","1.0538","N/A","61379","0","NIS-ACM"
"COVID","N/A","National","National","Overall","65+ years","4-level vaccination and intent","Definitely will get a vaccine","November Week 1","2025-11-01","18.022","2.5534","3.0424","N/A","3380","0","NIS-ACM"
"COVID","N/A","National","National","Overall","65+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","November Week 1","2025-11-01","20.4871","2.6676","3.1784","N/A","3380","0","NIS-ACM"
"COVID","N/A","National","National","Overall","65+ years","4-level vaccination and intent","Probably or definitely will not get a vaccine","November Week 1","2025-11-01","37.4583","3.2527","3.8755","N/A","3380","0","NIS-ACM"
"COVID","N/A","National","National","Overall","65+ years","Up-to-date","Yes","November Week 2","2025-11-08","25.3267","0.9006","1.0731","N/A","61379","0","NIS-ACM"
"COVID","N/A","National","National","Overall","65+ years","4-level vaccination and intent","Received vaccine","November Week 2","2025-11-08","25.3267","0.9006","1.0731","N/A","61379","0","NIS-ACM"
